date,value
2023-03-29,17.440179413332338
2023-03-30,16.694503825492514
2023-03-31,16.987717421189597
2023-04-01,11.649408915744042
2023-04-02,12.05952300867066
2023-04-03,11.305764827189762
2023-04-04,11.680690276269662
2023-04-05,11.937417187592516
2023-04-06,11.78334268116748
2023-04-07,13.125611018822829
2023-04-08,13.636602017765375
2023-04-09,14.086114156248074
2023-04-10,14.573841381787187
2023-04-11,14.60117968050003
2023-04-12,15.706119910690473
2023-04-13,16.322568360061183
2023-04-14,16.621310485098654
2023-04-15,17.404256988933458
2023-04-16,3.0685541642486776
2023-04-17,19.09857160103672
2023-04-18,18.430497532287482
2023-04-19,18.55357468195717
2023-04-20,18.361906901046897
2023-04-21,17.309530687717565
2023-04-22,18.02735913489936
2023-04-23,17.754311246468017
2023-04-24,18.564397552050956
2023-04-25,16.78598023878587
2023-04-26,16.541044192399077
2023-04-27,15.85914856983151
2023-04-28,14.776704809692562
2023-04-29,15.435541990563259
2023-04-30,14.781309525537422
2023-05-01,14.39841118141954
2023-05-02,13.218291640048145
2023-05-03,14.130613324429453
2023-05-04,12.581182532838858
2023-05-05,13.532151386545591
2023-05-06,14.39763874874486
2023-05-07,12.977423401844424
2023-05-08,13.462121046352925
2023-05-09,14.162016492917902
2023-05-10,14.310385564462086
2023-05-11,-0.6945652023786657
2023-05-12,15.685641964644832
2023-05-13,15.724134857079525
2023-05-14,17.10953019468274
2023-05-15,17.023695111702562
2023-05-16,18.842221003629344
2023-05-17,18.213554283912824
2023-05-18,18.91870815155115
2023-05-19,19.882504076835904
2023-05-20,19.165396852355904
2023-05-21,20.099601258408157
2023-05-22,20.738905053502076
2023-05-23,19.273713707926397
2023-05-24,35.05663312333088
2023-05-25,19.88170401035896
2023-05-26,19.840109533136825
2023-05-27,18.450771518887155
2023-05-28,17.9670738677811
2023-05-29,18.401946220833796
2023-05-30,17.777958492460915
2023-05-31,17.23812130910914
2023-06-01,16.78470812371032
2023-06-02,15.80501970555758
2023-06-03,15.84813421829022
2023-06-04,15.535522809429358
2023-06-05,14.772865775525283
2023-06-06,15.899122826324087
2023-06-07,15.14214454857483
2023-06-08,14.355348277047968
2023-06-09,15.431988463777245
2023-06-10,10.87235598276684
2023-06-11,12.105136363929418
2023-06-12,12.727907877760344
2023-06-13,12.246564767766511
2023-06-14,13.70178018456058
2023-06-15,14.02620562099866
2023-06-16,14.847444272005248
2023-06-17,15.998021020865025
2023-06-18,15.516608670471971
2023-06-19,15.8092792769148
2023-06-20,20.22763242020044
2023-06-21,20.674524062045066
2023-06-22,21.364841497709488
2023-06-23,21.796168626391864
2023-06-24,21.88122289371027
2023-06-25,22.166439988778254
2023-06-26,21.66344748256907
2023-06-27,22.18716860586894
2023-06-28,21.03971574425933
2023-06-29,22.164074779205517
2023-06-30,20.684040876052517
2023-07-01,19.462400023922573
2023-07-02,18.846840030407957
2023-07-03,19.106365610385257
2023-07-04,18.248079414211958
2023-07-05,18.243209783798335
2023-07-06,17.699688560605903
2023-07-07,17.070915560719172
2023-07-08,16.410120393654942
2023-07-09,15.89580329434147
2023-07-10,16.35145059510545
2023-07-11,17.030767712249347
2023-07-12,16.844655691472294
2023-07-13,16.35392632011911
2023-07-14,17.39995907425549
2023-07-15,17.92974123691123
2023-07-16,17.792645795882343
2023-07-17,18.866704184160305
2023-07-18,19.413918103472433
2023-07-19,19.428514851084685
