timestep,value
103,7.226690988403534
104,9.694965317685135
105,11.935954236553803
106,15.917842861707951
107,13.404288053421572
108,14.358380036465675
109,14.349378693127854
110,11.173022732353452
111,15.319844756388456
112,15.700727704164768
113,20.55675150925329
114,15.138150577724646
115,15.863659847618758
116,14.778846985249707
117,11.955923179781088
118,15.890778056787942
119,14.299337124660449
120,13.459916417010845
121,9.048761831427672
122,12.58683414871898
123,5.833196746063996
124,8.6270465232436
125,10.630911251619981
126,3.065595014095577
127,2.730505669145911
128,2.918057203328495
129,0.6255119507504487
130,-2.47917938505699
131,-0.15834510967482035
132,-3.229739855210112
133,-0.8460943937497912
134,-4.187118993127801
135,0.3393036470835442
136,-4.5893790919593656
137,-3.774390316694067
138,-1.4532328495433762
139,-5.334601140154797
140,-2.055645293743279
141,0.6160149839046585
142,-4.558245724142597
143,-0.18586471069328064
144,0.87429452920996
145,2.9357932206298836
146,0.008561837226671365
147,1.0278412469846816
148,5.956984259585254
149,6.79063701082333
150,8.000985700691746
151,9.49622875463698
152,8.726849428491548
153,11.795752921168793
154,13.103681687614515
155,12.199149686871987
156,18.37702008157639
157,16.502798269581454
158,13.96067226061486
159,18.311377741927856
160,15.561201822496894
161,19.44704171477179
162,20.397458442297523
163,16.488902647579295
164,19.94962476577554
165,18.58612701682455
166,18.992390844649165
167,20.58686522032804
168,15.61435619575215
169,13.78799873057191
170,12.598823663673691
171,11.735916171086291
172,12.127042108018593
173,11.819202821281866
174,10.50671393430312
175,10.404366498072092
176,7.572671448112788
177,9.270169282666073
178,4.689440806677303
179,9.572801592162088
180,4.373482172605288
181,0.4902138278805608
182,-0.7469174238801028
183,1.6716655754662357
184,-0.2951960953118796
185,1.1674358252326493
186,0.42360274186020563
187,-0.7759251095964619
188,-2.273854720419526
189,-3.4025669566586147
190,-0.9035950670855821
191,2.2145270639867434
192,1.5849082332402458
193,-0.5466099851818891
194,3.200890792415477
195,4.642782236532936
196,3.2147483865805677
197,6.476204685044255
198,7.529518565243457
199,6.41072706869571
200,10.715574720696555
201,12.424901388379496
202,14.753001357999079
203,15.93884963091659
204,12.26219800510297
205,14.252202443094477
206,18.175541593704196
207,19.082704329582295
208,19.873374627632252
209,27.203733505969634
210,21.15234618433787
211,22.64400378764808
212,22.488270811269125
213,21.933049786894312
214,19.8923340180062
215,21.778503603938073
216,18.302620095585056
217,18.81964204154015
218,17.634405332099707
219,17.959219338059533
220,21.507169656271756
221,12.13300635583364
222,16.153765907595798
223,10.411467129269242
224,11.50946860406418
225,13.427901193934742
226,10.175227702547902
227,6.7076115724928655
228,6.288147054633314
229,7.991658756852235
230,4.161414213640976
231,5.137446119877051
232,3.986011252049729
233,1.9035200497682132
234,6.939617653990459
235,3.5072728816844894
236,-2.0731576806020984
237,2.2426413452561427
238,0.5961597861805066
239,3.831994162305554
240,0.9043933601830481
241,2.772256592406015
242,4.66669530294077
243,6.176377960582351
244,2.953936126601558
245,5.703145005393362
246,6.53257263666092
247,7.362096008005773
248,13.444009608913614
249,12.006631086278828
250,9.978232091329861
251,15.639056229752612
252,19.331211265673822
253,18.396176047949076
254,14.478796809109124
255,17.659384377192247
256,22.179293357660143
257,19.13979349652034
258,22.230918111312608
259,23.547538631518865
260,20.656704219795365
261,22.753821795163287
262,16.59773260414457
263,21.081492001614137
264,22.517736204500565
265,20.264998799021832
266,25.613093132523456
267,18.93299649909888
268,20.225043454363927
269,20.556952213859077
270,22.260399101056972
271,15.495812438658291
272,19.607573031156658
273,16.157364993687686
274,12.990315033547112
275,14.67420694852652
276,12.944787055503884
277,10.162667374033855
278,10.358358643133256
279,8.361836065259334
280,8.349182167577776
281,8.528790289755221
282,9.56690120453283
283,3.2310897473261333
284,9.417796224652328
285,0.8352592380034527
286,4.173557302641944
287,5.546367128686438
288,4.981716451187349
289,3.381728453071925
290,4.5731903363339095
291,4.515727606022131
292,4.977991231091413
293,8.644071766284133
294,8.568559912643229
295,7.486328286553977
296,11.781663009849362
297,11.783353514906446
298,14.038825366029371
299,14.955925348204175
300,13.342009978155842
301,15.182970255249082
302,19.081486081895047
303,20.051986057713677
304,19.975733553088823
305,21.36250728954231
306,24.700800850863747
307,21.871989650086242
308,24.937474017360227
309,24.093885219792405
310,24.57520275649709
311,27.570426211261264
312,27.231099982258776
313,27.257286556283994
314,28.133830121595558
315,25.302572846217046
316,26.212176467250114
317,23.672745741833236
318,24.253465132734778
319,22.535184950551525
320,22.071844452910177
321,22.057850791891
322,18.144804160379866
323,22.821673423019508
324,15.441297572643682
325,13.821622774424586
326,17.362889411357152
327,15.44642651627732
328,13.9669941072576
329,12.889154277511414
330,10.59765393138151
331,7.910020197741467
332,9.046476688629536
333,6.852397321955649
334,9.601968942175297
335,6.9453200740442025
336,5.3261330991280875
337,6.226961032411302
338,7.745595624268534
339,5.999678387105147
340,5.844994045915596
341,8.489103898323592
342,9.14665388719728
343,8.43098122149987
344,9.412452329476436
345,11.836247351790556
346,9.586294575988148
347,10.853826924400114
348,13.47621268584651
349,15.769773360933254
350,18.12181513119592
351,21.754044769542123
352,21.802218118052558
353,21.011368466919894
354,22.479504325211796
355,21.62279379364907
356,24.60844478730212
357,24.97781514991758
358,26.988716375696328
359,25.34380863755551
360,28.549258191433875
361,30.938350333292043
362,27.862746987369
363,28.9336907284806
364,29.40316049070912
365,26.958124219179858
366,27.796455488281055
367,26.81846405658374
368,26.300484624855606
369,23.749451491575964
370,24.426872871442633
371,24.363533323508076
372,25.183532742436892
373,23.055440523819005
374,24.259697250666132
375,17.215304874223953
376,19.291308937798306
377,16.729785139828223
378,19.59836033958857
379,12.515866688272553
380,11.442703792713733
381,11.005743649825089
382,7.147076123622515
383,9.65521070161835
384,8.633464152232431
385,10.040222410000874
386,10.160639444267444
387,13.122074394149058
388,11.320580392089386
389,8.473320181388306
390,8.192605494351742
391,11.48556781835281
392,8.516254330938548
393,15.60778510395079
394,15.213409182155655
395,12.933796172865815
396,11.556194200801102
397,18.876499221484046
398,17.184021437846212
399,21.172300288303873
400,16.811144682411246
401,20.104582289735472
402,22.597386271084886
403,23.925206714376227
404,24.117405798058623
405,27.373552387619682
406,25.010230200521704
407,27.77037345771531
408,29.08387051844395
409,30.52714819277769
410,31.43379491912931
411,28.12358832361115
412,27.512038942811472
413,33.185620928079736
414,31.18750053124608
415,28.763592089838426
416,32.95057447570524
417,29.52462852360587
418,30.963726795885556
419,27.93050802210712
420,30.999348372688722
421,29.378218425903583
422,24.283317229888667
423,25.5800407735573
424,23.744084234813318
425,23.987263115064753
426,18.11682074319674
427,20.23520404834833
428,19.835603446852403
429,13.114984286136634
430,13.255630451743736
431,10.626064585192935
432,13.356053903353015
433,14.641805256571761
434,15.656443579531885
435,12.387624397888011
436,15.234358583855709
437,9.109529799287502
438,8.512967837006977
439,12.016032094919876
440,13.257565734927072
441,12.93633997915161
442,9.521836544900117
443,14.266627493216506
444,12.745589939703425
445,17.7114925747353
446,18.21565975117655
447,16.788994900498444
448,18.88536729367806
449,19.07824062057904
450,22.374641805453635
451,25.71361697664556
452,23.11544677897743
453,27.339338557882495
454,26.45702150427223
455,27.042106858400054
456,29.431410339377724
457,28.484647782919147
458,30.235980644325746
459,29.602514739482494
460,36.44001542878433
461,32.94339961123034
462,31.680816268297548
463,33.558227105751165
464,32.79821640790522
465,32.318625963885104
466,33.57660392474705
467,33.3082946751148
468,30.044130132536846
469,29.143834577997595
470,28.82774912862146
471,23.76369441154595
472,24.250863402449713
473,28.870647406537575
474,28.243267762645665
475,23.251927920887233
476,23.699781590468557
477,21.98560143743853
478,26.376516090063774
479,21.37161308185202
480,17.86631229411381
481,15.293448059512285
482,13.18197493172694
483,16.113648016714322
484,13.639027984771195
485,11.894927417853133
486,13.18398172422806
487,12.206636708488501
488,17.794015985862416
489,16.390407006612
490,14.973489554415222
491,18.461617753119874
492,16.311457360275064
493,15.222299169585597
494,20.90077709525239
495,19.9499675644446
496,17.907970950329876
497,20.788077116986003
498,20.66186462158186
499,20.93106820242827
